manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,cc_default_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,nrpn_default_value,orientation,notes,usage
KORG,drumlogue,Multi: Part 12 delay,Delay reverb send,,45,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default).,
KORG,drumlogue,Multi: Part 12 delay,Delay level,,92,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default).,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 1,,85,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 2,,86,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 3,,87,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 4,,89,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type. CC 88 is not used.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 5,,90,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 6,,102,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 7,,103,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 8,,104,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 9,,105,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 10,,106,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 11,,107,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 12,,108,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 13,,109,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 14,,110,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 15,,111,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb parameter 16,,112,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected reverb type.,
KORG,drumlogue,Multi: Part 12 reverb,Reverb return,,83,,0,127,,,,,,,0-based,"Multi-channel mode; received on the part 12 channel (channel 12 by default). Panel values PRE, POST.",
KORG,drumlogue,Multi: Part 12 reverb,Reverb level,,91,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default).,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 1,,46,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 2,,47,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 3,,48,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 4,,49,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 5,,50,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 6,,51,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 7,,52,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 8,,53,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 9,,54,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 10,,55,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 11,,56,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 12,,57,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 13,,58,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 14,,59,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 15,,60,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Part 12 master effect,Master effect parameter 16,,61,,0,127,,,,,,,0-based,Multi-channel mode; received on the part 12 channel (channel 12 by default). Function depends on the selected master effect type.,
KORG,drumlogue,Multi: Channel mode,All sound off,,120,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel. Receive only; not transmitted.,
KORG,drumlogue,Multi: Channel mode,Reset all controllers,,121,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel. Receive only; not transmitted.,
KORG,drumlogue,Multi: Channel mode,All notes off,,123,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel. Receive only; not transmitted.,
KORG,drumlogue,Multi: Channel mode,Omni mode off,,124,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel and treated as All notes off. Receive only; not transmitted.,
KORG,drumlogue,Multi: Channel mode,Omni mode on,,125,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel and treated as All notes off. Receive only; not transmitted.,
KORG,drumlogue,Multi: Channel mode,Mono mode on,,126,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel and treated as All notes off. Receive only; not transmitted.,
KORG,drumlogue,Multi: Channel mode,Poly mode on,,127,,0,127,,,,,,,0-based,Multi-channel mode; recognized on every part channel and treated as All notes off. Receive only; not transmitted.,
